Frame,Onset time,Narrative details (external events),Narrative details (internal state),Characters on screen,Music presence,Speech,Character speaking,Indoor/outdoor,Setting,Scene name
22219,883.2,"Crystal holds Demarrio by the collar, holds up the toy gun, and asks where he got it.",Crystal is angry with the children for playing with the toy gun.,"Crystal, Demarrio, Chris, Asia",no,Where you get this from?,Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
22250,884.44,"Demarrio says he got the gun from his friend, Alex.  Chris and Asia walk up to them.",,"Demarrio, Crystal, Chris",no,"My friend, Alex.",Demarrio,outdoor,Outside Decatur Apartments,Just Like Paper Boy
22296,886.28,Crystal sternly tells Demarrio not to play with toy guns again.,Crystal is angry.,"Demarrio, Crystal, Chris",no,"I better not catch you playing with no toy guns again, boy.",Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
22348,888.36,Asia adds that Demarrio was pretending to be Paper Boy,"Asia speaks smugly, and seems eager to get Demarrio in trouble.","Crystal, Demarrio, Asia, Chris",no,He was playing like he was Paper Boy.,Asia,outdoor,Outside Decatur Apartments,Just Like Paper Boy
22398,890.36,Crystal turns to Asia and responds.,Crystal is angry with the children for playing with the toy gun.,"Crystal, Demarrio, Asia, Chris",no,I don't care,Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
22416,891.08,"Crystal sternly tells Asia that playing like that is not okay. Demarrio turns away, rolling his eyes.",Crystal is angry with the children for playing with the toy gun. She likely wants to keep them from away from the violence in Atlanta.,"Demarrio, Crystal, Chris",no,"Asia, we don't play like that.",Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
22450,892.44,"Crystal looks at Demarrio, and turns to lead the children away.",Crystal is angry with the children for playing with the toy gun.,"Crystal, Demarrio, Chris",no,Come on.,Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
22503,894.56,Alfred Paper Boy runs up from behind them and yells to get their attention.,,"Alfred Paper Boy, Crystal, Demarrio, Chris, Asia",no,Hey! Hey!,Alfred Paper Boy,outdoor,Outside Decatur Apartments,Just Like Paper Boy
22556,896.68,Crystal and the children stop and turn around. Alfred Paper Boy says he saw what happened and came over.,,"Alfred Paper Boy, Crystal, Demarrio, Asia, Chris",no,"Hey, I just wanted to come over cause I just saw that, and I wanted to tell y'all,",Alfred Paper Boy,outdoor,Outside Decatur Apartments,Just Like Paper Boy
22661,900.88,Alfred Paper Boy tells the children that violence is not cool.,Alfred Paper Boy is trying to be a good influence.,"Alfred Paper Boy, Crystal, Demarrio, Asia, Chris",no,"You know, shooting people? That isn't cool.",Alfred Paper Boy,outdoor,Outside Decatur Apartments,Just Like Paper Boy
22743,904.16,Crystal pauses for a second and then responds.,Crystal is offended that a random man is trying to parent for her.,"Alfred Paper Boy, Crystal, Demarrio, Asia, Chris",no,"Yeah, I know.",Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
22800,906.44,"Crystal asks who Alfred Paper Boy is, and why he is talking to them.","Crystal is annoyed, guarded and standoffish.","Crystal, Demarrio, Chris, Asia",no,"Who are you, and why are you speaking to me and my children?",Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
22888,909.96,Alfred Paper Boy responds slowly.,Alfred Paper Boy realizes he may have offended Crystal,Alfred Paper Boy,no,"Oh, no",Alfred Paper Boy,outdoor,Outside Decatur Apartments,Just Like Paper Boy
22958,912.76,Alfred Paper Boy apologizes for intruding.,Alfred Paper Boy realizes he may have offended Crystal,Alfred Paper Boy,no,I...I didn't mean to just get in your business.,Alfred Paper Boy,outdoor,Outside Decatur Apartments,Just Like Paper Boy
23033,915.76,Crystal responds,Crystal is offended.,"Crystal, Demarrio, Chris, Asia",no,"Yeah, but you did.",Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
23089,918.0,Alfred Paper Boy explains that he feels at fault because he is Paper Boy.,"Alfred Paper Boy is awkward, but trying to be a good influence. He feels guilty for being a role model for violence.",Alfred Paper Boy,no,"Look, I may be to blame cause...you know, I'm actually Paper Boy.",Alfred Paper Boy,outdoor,Outside Decatur Apartments,Just Like Paper Boy
23188,921.96,Crystal does not recognize him and asks who he is. The children stare.,Crystal is annoyed. Asia looks angry. Demarrio and Chris look skeptical.,"Crystal, Demarrio, Chris, Asia",no,Who?,Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
23244,924.2,Alfred Paper Boy repeats his name.,Alfred Paper Boy is surprised they do not recognize him.,Alfred Paper Boy,no,Paper Boy?,Alfred Paper Boy,outdoor,Outside Decatur Apartments,Just Like Paper Boy
23271,925.28,Alfred Paper Boy pauses for a long moment. He clarifies that he is the rapper the children referenced.,Alfred Paper Boy is surprised they do not recognize him.,Alfred Paper Boy,no,The rapper that your child was imitating?,Alfred Paper Boy,outdoor,Outside Decatur Apartments,Just Like Paper Boy
23359,928.8,Demarrio points at Alfred Paper Boy and says he is not Paper Boy,Demarrio does not believe Alfred Paper Boy,"Demarrio, Chris, Crystal, Asia",no,"You ain't Paper Boy, man!",Demarrio,outdoor,Outside Decatur Apartments,Just Like Paper Boy
23407,930.72,"Alfred Paper Boy starts to respond and curse at Demarrio, but catches himself. He pauses and repeats his name.",Alfred Paper Boy is momentarily angry,Alfred Paper Boy,no,"Yeah, I am, you little...Paper Boy?",Alfred Paper Boy,outdoor,Outside Decatur Apartments,Just Like Paper Boy
23513,934.96,"Alfred Paper Boy starts rapping his song, hoping they will recognize him.",,"Alfred Paper Boy, Crystal, Demarrio, Asia, Chris",no,"Paper Boy, Paper Boy, all about that paper, boy.",Alfred Paper Boy,outdoor,Outside Decatur Apartments,Just Like Paper Boy
23637,939.92,Demarrio points at Alfred Paper Boy and opens his mouth.,Demarrio recognizes Alfred Paper Boy,"Alfred Paper Boy, Crystal, Demarrio, Asia, Chris",no,,,outdoor,Outside Decatur Apartments,Just Like Paper Boy
23681,941.68,Crystal realizes she heard Alfred Paper Boy's song on the radio. Demarrio gestures and points.,Crystal recognizes Alfred paper Boy.,"Alfred Paper Boy, Crystal, Demarrio, Asia, Chris",no,Wait a second. I heard that today in the car.,Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
23792,946.12,"Crystal takes a step toward Alfred Paper Boy and says her girlfriend mentioned him. Demarrio and Chris point, open-mouthed, at Alfred Paper Boy.",Crystal's attitude suddenly changes. She becomes interested in Alfred Paper Boy. The children are excited.,"Crystal, Demarrio, Chris, Asia",no,I think my girlfriend was talking,Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
23889,950.0,Alfred Paper Boy raises a hand in greeting.,,Alfred Paper Boy,no,"about you! ""Yeah""","Crystal, Alfred Paper Boy",outdoor,Outside Decatur Apartments,Just Like Paper Boy
23929,951.6,Crystal hands the toy gun back to Demarrio and tells him to get her phone from her purse.,Crystal is more interested in meeting a famous rapper than the lesson he was trying to teach her children.,"Crystal, Asia, Chris, Demarrio",no,"Go get my phone out my purse, boy, go!",Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
23990,954.04,"Demarrio runs off. Crystal smiles, laughs, fixes her hair, and takes a step toward Alfred Paper Boy. Chris and Asia watch.",Crystal is flirting with Alfred Paper Boy,"Crystal, Asia, Chris, Demarrio",no,"Oh my goodness, that's crazy!",Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
24119,959.2,Alfred Paper Boy raises his eyes and leans away from Crystal. Crystal asks why he is in the neighborhood.,Alfred Paper Boy is surprised at Crystal's sudden change in demeanor. Crystal is flirting with Alfred Paper Boy,Alfred Paper Boy,no,What're you doing here?,Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
24174,961.4,Alfred Paper Boy responds that he lives nearby.,Alfred Paper Boy feels awkward.,Alfred Paper Boy,no,"I, uh, no, I'm from around the way, so... Look, I",Alfred Paper Boy,outdoor,Outside Decatur Apartments,Just Like Paper Boy
24269,965.2,Alfred Paper Boy apologizes for intruding. Crystal grins and stares at him.,Alfred Paper Boy tries to end the conversation. Crystal continues flirting with him.,"Crystal, Asia, Chris",no,didn't mean to get in your business.,Alfred Paper Boy,outdoor,Outside Decatur Apartments,Just Like Paper Boy
24293,966.16,"Asia points her finger at Alfred Paper Boy, and says he shot someone. Crystal grins and sways her shoulders.",Crystal continues flirting with Alfred Paper Boy,"Crystal, Asia, Chris",no,You shot somebody.,Asia,outdoor,Outside Decatur Apartments,Just Like Paper Boy
24329,967.6,Crystal cuts Asia off and tells her to be quiet.,,"Crystal, Asia, Chris",no,"Quiet, girl.",Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
24350,968.44,Alfred Paper Boy glares silently at Asia. Crystal says her mother will be there soon.,Alfred Paper Boy is angry and uncomfortable. He also does not like how Crystal seems to no longer care about discouraging violence in the children.,Alfred Paper Boy,no,"You mama will be here soon, don't start now.",Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
24422,971.32,"Crystal tells Alfred Paper Boy that only Demarrio is her son, Asia and Chris are her sister's.","Crystal is dismissive of the children, and tries to downplay them while flirting with Alfred Paper Boy","Crystal, Asia, Chris",no,"Only, uh, Demarrio my son. This just my niece and nephew.",Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
24528,975.56,Crystal instructs Asia and Chris to greet Alfred Paper Boy,,"Crystal, Asia, Chris",no,"Say hey, y'all, hey.",Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
24558,976.76,Asia and Chris wave and greet Alfred Paper Boy,,"Crystal, Asia, Chris",no,Hey.,"Asia, Chris",outdoor,Outside Decatur Apartments,Just Like Paper Boy
24577,977.52,Alfred Paper Boy waves and greets the children.,Alfred Paper Boy feels awkward.,Alfred Paper Boy,no,"Hey, guys.",Alfred Paper Boy,outdoor,Outside Decatur Apartments,Just Like Paper Boy
24629,979.6,Crystal takes her phone from Demarrio and asks Alfred Paper Boy for a picture. She calls him a rap star and moves her hips suggestively. Demarrio holds the toy gun.,Crystal continues flirting with Alfred Paper Boy.,"Crystal, Alfred Paper Boy, Demarrio, Chris",no,"Well, um, let me get a picture with you, Mr. rap star.",Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
24730,983.64,Crystal laughs. Alfred Paper Boy responds.,Alfred Paper Boy feels uncomfortable.,"Crystal, Alfred Paper Boy, Demarrio, Chris",no,"Uh, oh.",Alfred Paper Boy,outdoor,Outside Decatur Apartments,Just Like Paper Boy
24755,984.64,Crystal says she is going to send the picture to her friend.,,"Crystal, Alfred Paper Boy, Demarrio, Chris",no,"Imma send it to my girl, Ebony.",Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
24790,986.04,Crystal walks over to Alfred Paper Boy to take a picture. She calls the children to come with her.,Alfred Paper Boy is uncomfortable.,"Crystal, Alfred Paper Boy, Demarrio, Chris, Asia",no,"Come on, y'all, come get in this pic, come on. ""Uh, alright, okay.""","Crystal, Alfred Paper Boy",outdoor,Outside Decatur Apartments,Just Like Paper Boy
24851,988.48,Crystal and the children gather around Alfred Paper Boy. Alfred Paper Boy puts his arms around them.,Alfred Paper Boy feels awkward.,"Alfred Paper Boy, Crystal, Demarrio, Chris, Asia",no,"Oh, so, family portrait, okay.",Alfred Paper Boy,outdoor,Outside Decatur Apartments,Just Like Paper Boy
24896,990.28,Crystal raises her phone to take a picture and tells everyone to smile. Demarrio points the toy gun at the camera. Alfred Paper Boy looks at him and awkwardly puts his arm around them all.,Alfred Paper Boy is unhappy how Crystal stopped caring about the children playing with guns and glorifying violence.,"Alfred Paper Boy, Crystal, Demarrio, Asia",no,Y'all smile now.,Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
24943,992.16,From the camera's perspective: Crystal holds up her phone to take a picture and smiles. Alfred Paper Boy holds his chain and smiles. Demarrio points the toy gun at the camera. Chris and Asia hold their fingers up at the camera.,Alfred Paper Boy is awkward.,"Alfred Paper Boy, Crystal, Demarrio, Asia, Chris",no,,,outdoor,Outside Decatur Apartments,Just Like Paper Boy
25012,994.92,Crystal takes the picture and tells the children to get out so she can take one alone with Alfred Paper Boy. She gives Demarrio her phone.,"Crystal talks quickly, and is mostly interested in a picture alone with Alfred Paper Boy","Crystal, Alfred Paper Boy, Demarrio, Asia, Chris",no,"Alright move, let me get a picture with mama, so take this, Demarrio.",Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
25080,997.64,"Crystal turns to Alfred Paper Boy, grins, touches him, and asks to put her hand on his chest.",Crystal is flirting with Alfred Paper Boy again.,"Crystal, Alfred Paper Boy, Demarrio, Chris, Asia",no,"Let me put my head on your chest, okay?",Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
25116,999.08,Alfred Paper Boy responds.,Alfred Paper Boy feels awkward.,"Alfred Paper Boy, Crystal, Demarrio, Chris, Asia",no,"Oh, okay.",Alfred Paper Boy,outdoor,Outside Decatur Apartments,Just Like Paper Boy
25143,1000.16,"Crystal crabs Alfred Paper Boy's chest, hugs him tightly, and tells Demarrio to take the picture quickly.",Alfred Paper Boy stands uncomfortably.,"Alfred Paper Boy, Crystal, Demarrio, Chris, Asia",no,"Take it, Demarrio, hurry up!",Crystal,outdoor,Outside Decatur Apartments,Just Like Paper Boy
25174,1001.4,"Demarrio turns around, raises Crystal's phone, and takes a pictures. Crystal grabs Alfred Paper Boy tightly. Alfred Paper Boy extends his arms and makes a face.",Alfred Paper Boy is uncomfortable.,"Alfred Paper Boy, Crystal, Demarrio, Chris, Asia",no,,,outdoor,Outside Decatur Apartments,Just Like Paper Boy
25210,1002.84,"A small television in the corner of the jail waiting room has a piece of paper over it, with the word BROKEN written on it.",,,no,,,indoor,Jail waiting room,Black Masculinity and Transphobia
25270,1005.24,"Johnny, a young, black inmate, tells someone off screen he has not seen them for a long time. He smiles.",Johnny is happy and flirtatious,Johnny,no,I haven't seen you in forever.,Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
25325,1007.44,"Lisa, a transgender woman, smiles back at Johnny. Johnny asks if Lisa remembers.",Lisa is clearly transgender but Johnny does not seem to know.,Lisa,no,You remember O' twelve?,Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
25390,1010.04,Johnny remembers Lisa's old hair color.,Johnny is flirting with Lisa,Johnny,no,Your hair was brown.,Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
25425,1011.44,Lisa responds that she was different back then.,,Lisa,no,"Oh, I remember. Honey, I was in a completely different",Lisa,indoor,Jail waiting room,Black Masculinity and Transphobia
25510,1014.84,Lisa continues. Johnny smiles.,,Johnny,no,space back then.,Lisa,indoor,Jail waiting room,Black Masculinity and Transphobia
25535,1015.84,Johnny says he likes Lisa's current hair.,Johnny is flirting with Lisa and does not seem to realize she is transgender.,Johnny,no,"Nah, nah, it's nice, now. I like it.",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
25577,1017.52,Johnny talks about Lisa's changing hair. The camera pans to show Earn sitting between Johnny and Lisa.,Earn is uncomfortable and annoyed.,"Johnny, Earn",no,You always did like to switch it up.,Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
25644,1020.2,Earn offers to move.,Earn is uncomfortable and annoyed at the flirting across him.,"Johnny, Earn",no,I can move if you want,Earn,indoor,Jail waiting room,Black Masculinity and Transphobia
25700,1022.44,"Johnny looks at Earn, pauses, and responds. Johnny and Earn stare at each other for a second.",Johnny is annoyed with Earn for interrupting.,"Johnny, Earn",no,"Yeah, I know.",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
25769,1025.2,Johnny turns back to Lisa and says he was wild when the last met. He laughs.,"Johnny flirts with Lisa, ignoring Earn","Johnny, Earn",no,"Yeah, I was wilding back then.",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
25865,1029.04,Johnny asks if Lisa remembers a mutual friend. Earn sits between the two with his eyes closed.,"Earn is tired, uncomfortable, and frustrated.","Johnny, Earn, Lisa",no,"You, you remember Larry?",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
25894,1030.2,"Lisa does not remember. Earn sits between the two, eyes closed.","Earn is tired, uncomfortable, and frustrated.","Johnny, Earn, Lisa",no,"No, not Larry.",Lisa,indoor,Jail waiting room,Black Masculinity and Transphobia
25932,1031.72,"Johnny talks about Larry. Earn sits between the two, eyes closed.","Earn is tired, uncomfortable, and frustrated.","Johnny, Earn, Lisa",no,"Yeah, yeah, Larry. Used to come around with Kevin? He went to Southwest?",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
26022,1035.32,"Lisa responds. Earn lowers his head, half asleep.","Earn is tired, uncomfortable, and frustrated.","Johnny, Earn, Lisa",no,"Hmm, I think so.",Lisa,indoor,Jail waiting room,Black Masculinity and Transphobia
26057,1036.72,"Lisa remembers Kevin, another friend.",,Lisa,no,"I remember Kevin, he was loud.",Lisa,indoor,Jail waiting room,Black Masculinity and Transphobia
26116,1039.08,Johnny talks about Larry.,,Lisa,no,Larry came with us to the,Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
26141,1040.08,Johnny talks about going to movies with Lisa and smiles.,,Johnny,no,movies that time. I know you remember the movies.,Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
26200,1042.44,Johnny talks about the movies with Lisa. Earn dozes.,Lisa is bashful.,"Lisa, Earn",no,We used to get freaky in there all the time! Remember that?,Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
26248,1044.36,Lisa tells Johnny to be quiet. Earn is asleep.,Lisa is bashful.,"Lisa, Earn",no,Quiet!,Lisa,indoor,Jail waiting room,Black Masculinity and Transphobia
26282,1045.72,Johnny responds. Earn wakes up.,,"Lisa, Earn",no,"Oh don't act, girl!",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
26306,1046.68,Johnny talks about having sex with Lisa and asks where she lives. Earn signs and looks at the ceiling.,Johnny flirts with Lisa. Earn is uncomfortable and annoyed.,"Johnny, Earn",no,"You know we used to get it in. Hey, where you stay at, now?",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
26394,1050.2,Lisa does not answer. Earn looks around the room. Johnny looks at Earn.,Earn is uncomfortable and annoyed. Johnny is angry with Earn.,"Johnny, Earn, Lisa",no,,,indoor,Jail waiting room,Black Masculinity and Transphobia
26468,1053.16,Johnny yells at Earn.,Johnny is angry with Earn.,"Johnny, Earn",no,"Hey, man, what's your problem, man?",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
26505,1054.64,Earn stammers in response.,Earn is awkward.,"Johnny, Earn",no,"Nah, I'm, no problem.",Earn,indoor,Jail waiting room,Black Masculinity and Transphobia
26537,1055.92,Earn offers to move again.,,"Earn, Johnny",no,"I can move, if you want.",Earn,indoor,Jail waiting room,Black Masculinity and Transphobia
26577,1057.52,Johnny yells at Earn.,Johnny is angry with Earn.,Johnny,no,"I didn't ask you to move, nigga! I, I'm trying to talk to",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
26618,1059.16,"Lisa looks at Johnny, then looks away.",Lisa is uncomfortable. Earn looks down.,"Lisa, Earn",no,"my girl, you acting all weird and shit!",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
26664,1061.0,"Rico, another young, black inmate wearing an orange jersey, pipes up from across the room. Buck turns to look at him.",Rico is skeptical.,"Rico, Buck",no,Yo girl?,Rico,indoor,Jail waiting room,Black Masculinity and Transphobia
26690,1062.04,Johnny responds and introduces Lisa as his ex-girlfriend. Earn looks at them.,"Lisa is clearly transgender, but Johnny does not realize.","Johnny, Earn, Lisa",no,"Yeah, man. Yo, this is my ex, Lisa, man. We used to talk back after my mom",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
26802,1066.52,Johnny introduces Lisa. Rico stares at them.,Rico can easily tell Lisa is transgender.,"Rico, Buck",no,"kicked me out the house, you know.",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
26833,1067.76,Rico says that Lisa a man.,Rico can easily tell that Lisa is transgender and is somewhat disgusted by Johnny's story.,"Rico, Buck",no,"My nigga, that's a man.",Rico,indoor,Jail waiting room,Black Masculinity and Transphobia
26869,1069.2,Johnny pauses for a moment and calls Lisa his ex-girlfriend again.,Johnny does not believe Lisa is transgender or a man.,"Johnny, Earn, Lisa, Buck, Grady, Rico, inmates",no,"What? Nah, man this is my ex.",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
26949,1072.4,Lisa looks down and says nothing. Rico continues and points out she is sitting with the men.,Lisa is uncomfortable and upset.,"Lisa, Earn",no,Your ex-girlfriend a man. Why you think she in jail with the,Rico,indoor,Jail waiting room,Black Masculinity and Transphobia
27043,1076.16,"Rico continues, and calls Johnny gay. Buck nods in agreement.",Rico is making fun of Johnny.,"Rico, Buck",no,"men? She'd be on the other side! Nigga, you gay.",Rico,indoor,Jail waiting room,Black Masculinity and Transphobia
27110,1078.84,Johnny pauses for a moment and starts to deny it. Earn sighs.,,"Johnny, Earn",no,"Nah, man, she...",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
27183,1081.76,"Johnny cuts himself off, turns, and looks at Lisa, up and down.  Earn sits silently.","Johnny is starting to believe Lisa may be transgender (""a man""). Earn feels awkward.","Johnny, Earn",no,,,indoor,Jail waiting room,Black Masculinity and Transphobia
27239,1084.0,"Lisa looks at Johnny, smiles slightly, and says nothing. Earn looks down.",Lisa silently confirms she is transgender. Earn is uncomfortable.,"Lisa, Earn",no,,,indoor,Jail waiting room,Black Masculinity and Transphobia
27308,1086.76,"Johnny says nothing for a long moment, then quietly laughs and denies it.","Johnny awkwardly starts to realize Lisa is transgender (""a man"").","Johnny, Earn",no,"Nah, man...",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
27432,1091.72,"Johnny turns to Earn and yells at him, asking if he thinks he is gay.",Johnny is embarrassed and angry.,"Johnny, Earn, Lisa",no,So you think I'm gay?,Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
27480,1093.64,Earn pauses and slowly responds.,Earn is uncomfortable being put on the spot like that.,"Johnny, Earn, Lisa",no,"Nah, no, I...",Earn,indoor,Jail waiting room,Black Masculinity and Transphobia
27541,1096.08,An inmate off screen shouts that Johnny is gay.,,"Johnny, Earn, Lisa, Buck, Grady, Rico, Inmates",no,This nigga gay as hell!,Inmate,indoor,Jail waiting room,Black Masculinity and Transphobia
27574,1097.4,The inmates snicker and laugh. Johnny yells.,Johnny is angry and embarrassed.,"Johnny, Earn, Lisa, Buck, Grady, Rico, Inmates",no,Shut the hell up!,Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
27620,1099.24,Johnny yells at the crows of inmates.,Johnny is angry and embarrassed.,Johnny,no,Y'all niggas is trippin!,Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
27652,1100.52,More inmates look at Johnny and laugh. Johnny yells.,Johnny is angry and embarrassed.,Inmates,no,I ain't gay!,Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
27696,1102.28,Johnny argues that people in jail have sex with other men.,Johnny is angry and embarrassed.,Johnny,no,"Y'all niggas, niggas fuck guys up in here anyway.",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
27745,1104.24,"Buck turns around, laughs, and responds that having sex with men is only gay outside of prison.",,"Buck, Rico",no,"Nah, that, that ain't gay, that's just jail. You was on the outside fucking booty holes!",Buck,indoor,Jail waiting room,Black Masculinity and Transphobia
27883,1109.76,Johnny sits silently and starts to tear up as the other inmates laugh at him. Earn sits silently next to him.,"Johnny is hurt and embarrassed that he did not realize Lisa is transgender (""a man"").","Johnny, Earn",no,,,indoor,Jail waiting room,Black Masculinity and Transphobia
27973,1113.36,Johnny turns and looks at Earn. Lisa sits silently.,Johnny is angry and embarrassed. Earn and Lisa are uncomfortable.,"Johnny, Earn, Lisa",no,,,indoor,Jail waiting room,Black Masculinity and Transphobia
28026,1115.48,"After a long pause, Earn responds that sexuality is a spectrum.",Earn is uncomfortable and tries to diffuse the tension and calm Johnny down by giving a progressive answer.,"Johnny, Earn, Lisa",no,"Sexuality is a spectrum, you can really do",Earn,indoor,Jail waiting room,Black Masculinity and Transphobia
28090,1118.04,Earn continues. Other inmates laugh. Buck calls Johnny gay again.,Johnny's face turns angry.,"Johnny, Earn",no,"whatever you want. ""That boy gay as hell.""","Earn, Buck.",indoor,Jail waiting room,Black Masculinity and Transphobia
28158,1120.76,Johnny threatens to stab Buck upstairs in the cells.,"Johnny is so hurt and embarrassed, he threatens violence.","Johnny, Earn",no,Imma stab your old ass when we get upstairs to them cells.,Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
28221,1123.28,Buck falls silent and raises his hand slightly as an apology.,"None of the inmates, Buck included, wants to make violent enemies this early in jail.","Buck, Rico, Johnny",no,,,indoor,Jail waiting room,Black Masculinity and Transphobia
28254,1124.6,Earn tries to stand up. Johnny stands tells him to sit down. Earn sits back in his seat.,Earn wants to get away from the escalating situation.,"Earn, Johnny",no,"Nigga, sit down.",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
28308,1126.76,Lisa reaches out to Johnny and tries to calm him down.,,"Johnny, Earn, Lisa",no,"Johnny, calm down.",Lisa,indoor,Jail waiting room,Black Masculinity and Transphobia
28339,1128.0,Johnny yells at the room. His lip starts quivering and there are tears in his eyes.,Johnny's pride is hurt. He is upset and lashing out.,Johnny,no,"Everyone can shut the fuck up, now!",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
28417,1131.12,Johnny yells at the room and defends Lisa and himself. Everyone looks at him. His voice shakes and he is on the verge of crying.,Johnny is upset and embarrassed.,"Johnny, Earn, Lisa, Buck, Grady, Rico, Inmates",no,I know what y'all think she is,Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
28518,1135.16,Johnny continues yelling at the room.,Johnny is upset and embarrassed.,Johnny,no,"but I ain't on that faggot shit, man!",Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
28598,1138.36,Johnny turns to look at Earn,,Johnny,no,,,indoor,Jail waiting room,Black Masculinity and Transphobia
28635,1139.84,"Earn silently looks up at Johnny, then quickly back down and shakes his head.","Earn is uncomfortable and trying not to act weird, but struggling with how close he is to the situation.",Earn,no,,,indoor,Jail waiting room,Black Masculinity and Transphobia
28691,1142.08,Johnny leans down and again yells at Earn to stop being weird.,Johnny is angry with Earn.,Johnny,no,Stop being,Johnny,indoor,Jail waiting room,Black Masculinity and Transphobia
28727,1143.52,"Earn shakes his head and says he is not being weird, just sitting.","Earn is frustrated and trying not to be awkward, but failing.","Earn, Johnny",no,"weird, nigga! ""I'm, I'm not, I'm trying, nah, man, I'm just sitting here""","Johnny, Earn",indoor,Jail waiting room,Black Masculinity and Transphobia
28819,1147.2,Officer Jones cuts Earn off and tells the inmates to be quiet.,,"Earn, Johnny",no,"All y'all shut up, this ain't fun time.",Officer Jones,indoor,Jail waiting room,Black Masculinity and Transphobia
28859,1148.8,"Earn stops talking. Johnny sits back down in his chair. Earn, Johnny, and Lisa all sit silently for a long moment.","Earn, Johnny, and Lisa all feel awkward and uncomfortable.","Johnny, Earn, Lisa",no,,,indoor,Jail waiting room,Black Masculinity and Transphobia
29027,1155.52,Alfred Paper Boy returns from his walk and walks into his living room. He suddenly raises his hands.,,Alfred Paper Boy,no,,,indoor,Alfred Paper Boy's house,Getting Too Hot
29127,1159.52,"Darius sits on the couch, pointing a nerf gun at Alfred Paper Boy. He greets him.",,Darius,no,"Oh, what it do, man?",Darius,indoor,Alfred Paper Boy's house,Getting Too Hot
29162,1160.92,Darius lowers the nerf gun and asks where Alfred Paper Boy was.,,Darius,no,Where'd you go?,Darius,indoor,Alfred Paper Boy's house,Getting Too Hot
29207,1162.72,Alfred Paper Boy sits down on the arm of a couch and shrugs. Darius speaks.,,Alfred Paper Boy,no,I didn't even notice you left.,Darius,indoor,Alfred Paper Boy's house,Getting Too Hot
29254,1164.6,Alfred Paper Boy answers vaguely.,,Alfred Paper Boy,no,I just went out for a second.,Alfred Paper Boy,indoor,Alfred Paper Boy's house,Getting Too Hot
